MOBS,NPARM,DF,SSE,MSE,RMSE,RSQ,RSQ-ADJUST,RSQ-YIELD,PERCENT BIAS
1344,14,1330,1038.99511123887,0.781199331758549,0.883854813732747,0.828733185136388,0.827059148600127,0.687673815222643,13.971797693491
