,REGION,SSE
1,49,218.088718539645
2,101,54.3892821235898
3,171,114.133975496069
4,291,77.9283387144541
5,310,66.9263188721676
6,473,100.533416556202
7,538,78.1779448396587
8,916,156.371797823885
9,977,79.9678744248908
10,1034,92.477443848308
