MOBS,NPARM,DF,SSE,MSE,RMSE,RSQ,RSQ-ADJUST,RSQ-YIELD,PERCENT BIAS
1344,14,1330,679.599629427891,0.510977164983376,0.714826667789735,0.887975542275823,0.886880566373256,0.795709568659828,1.08437177838438
