,REGION,SSE
1,49,218.121277194169
2,101,54.3596407681065
3,171,114.59962416863
4,291,77.289996409012
5,310,57.1706601201855
6,473,102.245679815307
7,538,78.0592941735821
8,916,145.218227474077
9,977,74.7581236179538
10,1034,78.4601485921551
