MOBS,NPARM,DF,SSE,MSE,RMSE,RSQ,RSQ-ADJUST,RSQ-YIELD,PERCENT BIAS
1344,14,1330,658.344052192063,0.494995527963957,0.70355918582871,0.891479288320332,0.890418559559553,0.802099082211427,2.52540519553444
