MOBS,NPARM,DF,SSE,MSE,RMSE,RSQ,RSQ-ADJUST,RSQ-YIELD,PERCENT BIAS
1344,14,1330,1000.28267233318,0.752092234836976,0.867232514863791,0.835114501116859,0.833502838345821,0.699310932872238,10.7645337015598
