"time_arcid","logppt"
144500,0.1516424112
144501,0.1516424112
144502,0.1516424112
144503,0.1516424112
144504,0.1516424112
144505,0.1516424112
144506,0.1516424112
144507,0.1516424112
144508,0.1516424112
144509,0.1516424112
144510,0.1516424112
144511,0.1516424112
144512,0.1516424112
144513,0.1516424112
144514,0.1516424112
144515,0.1516424112
144516,0.1516424112
144517,0.1516424112
144518,0.1516424112
144519,0.1284237432
144520,0.109403838
144521,0.109403838
144522,0.109403838
144523,0.109403838
144524,0.109403838
144525,0.109403838
144526,0.109403838
144527,0.109403838
144528,0.109403838
144529,0.109403838
144530,0.109403838
144531,0.109403838
144532,0.109403838
144533,0.109403838
144534,0.109403838
144535,0.109403838
144536,0.109403838
144537,0.109403838
144538,0.109403838
144539,0.063294831
144540,0.063294831
144541,0.063294831
144542,0.109403838
144543,0.0622889352
144544,0.063294831
144545,0.109403838
144546,0.0607064193
144547,0.063294831
144548,0.109403838
144549,0.0624459375
144550,0.063294831
144551,0.109403838
144552,0.0592373484
144553,0.0501646464
144554,0.109403838
144555,0.2014464879
144556,0.0477970659
144557,0.1191937338
144558,0.0376914204
144559,0.0376914204
144560,0.1516424112
144561,0.1897203594
144562,0.1302792051
144563,0.1654805658
144564,0.1309810095
144565,0.1307315306
144566,0.1302792051
144567,0.1302792051
144568,0.1302792051
144569,0.1302792051
144570,0.1302792051
144571,0.0860414808
144572,0.0358608602
144573,0.0358608602
144574,0.0685340425
144575,0.0358608602
144576,0.0045370952
144577,0.0447223447
144578,-0.0247907506
144579,0.0779864107
144580,0.0447223447
144581,-0.0247907506
144582,0.1161468869
144583,0.0447223447
144584,-0.0247907506
144585,0.024171356
144586,0.0446842044
144587,-0.0247907506
144588,-0.0147260707
144589,0.0118440861
144590,-0.0247907506
144591,-0.0016053323
144592,0.0079661142
144593,-0.0247907506
144594,0.0165451814
144595,-0.0247907506
144596,-0.0247907506
144597,-0.0272582728
144598,-0.029692245
144599,-0.0286415547
144600,-0.0315771478
144601,-0.029692245
144602,-0.029692245
144603,-0.029692245
144604,-0.0701257788
144605,-0.1216421316
144606,-0.1209991156
144607,-0.0374223366
144608,-0.1216421316
144609,-0.0259718624
144610,-0.1110775699
144611,-0.0625043749
144612,-0.0401396754
144613,-0.0501233524
144614,-0.0501233524
144615,-0.0475811534
144616,-0.0259718624
144617,-0.0296187463
144618,-0.0923168345
144619,-0.1216421316
144620,-0.0889156081
144621,-0.1216421316
144622,-0.1216421316
144623,-0.1216421316
144624,-0.1216421316
144625,-0.1216421316
144626,-0.1216421316
144627,-0.1216421316
144628,-0.1216421316
144629,-0.1216421316
144630,-0.1216421316
144631,-0.1216421316
144632,-0.0963811255
144633,-0.1216421316
144634,-0.0844333655
144635,-0.1325229818
144636,-0.1216421316
144637,-0.0960097908
144638,-0.1407796841
144639,-0.1216421316
144640,-0.1216421316
144641,0.2462123741
144642,-0.1420419814
144643,-0.1216421316
144644,-0.1216421316
144645,-0.1351999088
144646,-0.1420419814
144647,-0.1247940793
144648,-0.1420419814
144649,0.2462123741
144650,-0.1420419814
144651,-0.1420419814
144652,-0.1405421248
144653,-0.1218916886
144654,-0.0792152669
144655,-0.029703344
144656,0.0023597673
144657,0.0023597673
144658,0.0023597673
144659,-0.0405682299
144660,-0.1420419814
144661,-0.1420419814
144662,-0.071905823
144663,-0.0649792275
144664,-0.1420419814
144665,-0.1420419814
144666,-0.1420419814
144667,-0.1614180524
144668,-0.1620173621
144669,-0.1848740938
144670,-0.1893368565
144671,-0.1899827182
144672,-0.1949156385
144673,-0.2187950677
144674,-0.2238530151
144675,-0.1036063963
144676,-0.2240056544
144677,-0.2275474905
144678,-0.2272173442
144679,-0.2258952333
144680,-0.093217168
144681,-0.2275474905
144682,-0.2275474905
144683,0.2462123741
144684,-0.2275474905
144685,-0.146890876
144686,-0.2275474905
144687,0.2462123741
144688,-0.1800072956
144689,-0.1135160697
144690,-0.1751045142
144691,-0.1789493453
144692,-0.2314778422
144693,-0.0313734366
144694,-0.0588303111
144695,-0.1817794242
144696,-0.1517537835
144697,-0.1745184485
144698,-0.1694298221
144699,-0.1272734694
144700,-0.1272734694
144701,-0.1272734694
144702,-0.1272734694
144703,-0.1272734694
144704,-0.1272734694
144705,-0.1428166883
144706,-0.1394641314
144707,0.3438493553
144708,-0.1737792892
144709,0.2442993927
144710,0.3571481958
144711,-0.1737792892
144712,0.2950400277
144713,0.1740681591
144714,0.3571481958
144715,-0.1737792892
144716,0.1538338989
144717,0.3571481958
144718,0.3418242355
144719,-0.1737792892
144720,0.0426156709
144721,0.3571481958
144722,-0.1737792892
144723,-0.0681474321
144724,0.1808838295
144725,0.0537314195
144726,0.3571481958
144727,-0.1737792892
144728,-0.0789645901
144729,0.0183260594
144730,-0.0038142467
144731,0.3571481958
144732,0.3571481958
144733,0.0626669857
144734,0.0183260594
144735,0.3571481958
144736,0.3571481958
144737,0.0460277224
144738,0.0377299076
144739,0.3566599542
144740,0.3562186067
144741,0.0460277224
144742,0.3555082399
144743,0.1089104676
144744,0.3555082399
144745,0.0126446749
144746,0.2948800261
144747,0.351788206
144748,0.3555082399
144749,-0.1737792892
144750,0.2948800261
144751,0.2948800261
144752,0.3502878379
144753,0.37260619
144754,0.3555082399
144755,-0.1737792892
144756,0.3151714929
144757,0.36427061
144758,0.2715258139
144759,0.3081658899
144760,0.3693629533
144761,-0.1737792892
144762,0.3170619507
144763,0.2659639147
144764,0.3928497947
144765,-0.1737792892
144766,0.3143741601
144767,0.2220367171
144768,0.3928497947
144769,-0.1721828086
144770,0.2345757084
144771,0.3854685912
144772,0.3338692302
144773,0.3895895465
144774,-0.0933714166
144775,0.0759887348
144776,0.2175325372
144777,0.1516269557
144778,0.3393274852
144779,0.312156603
144780,-0.119975075
144781,0.1131089674
144782,0.045988151
144783,0.2308133256
144784,0.147066139
144785,0.2308287014
144786,0.045988151
144787,-0.0470343533
144788,0.2377351966
144789,0.2350504585
144790,0.1061168042
144791,0.045988151
144792,-0.0933714166
144793,0.2350504585
144794,0.2092502236
144795,0.2277630564
144796,0.045988151
144797,0.045988151
144798,-0.0933714166
144799,0.1775987532
144800,0.2092502236
144801,0.045988151
144802,0.045988151
144803,0.1427994194
144804,0.2092502236
144805,0.045988151
144806,0.045988151
144807,0.2092502236
144808,0.2408080895
144809,0.2051610143
144810,0.045988151
144811,0.2092502236
144812,0.2092502236
144813,0.045988151
144814,0.0926175976
144815,0.045988151
144816,-0.0933714166
144817,0.045988151
144818,-0.0087667811
144819,0.045988151
144820,0.045988151
144821,0.045988151
144822,0.045988151
144823,0.3008540106
144824,0.2179740178
144825,0.045988151
144826,0.2738938587
144827,0.2179740178
144828,0.045988151
144829,0.2179740178
144830,0.0458383255
144831,0.2179740178
144832,0.2179740178
144833,0.0453009975
144834,0.2360973219
144835,0.2179740178
144836,0.0419380236
144837,0.0989428242
144838,0.2178494296
144839,0.0461939577
144840,0.1880578557
144841,0.1408788403
144842,0.1684139237
144843,0.1631056394
144844,0.1483377863
144845,0.1769918194
144846,0.1818752287
144847,0.1762221989
144848,0.1631056394
144849,0.1631056394
144850,0.577773262
144851,0.1631056394
144852,0.1676867357
144853,0.4676651056
144854,0.478542493
144855,0.5939231221
144856,0.1583521071
144857,0.5537658115
144858,0.5759856058
144859,0.1631056394
144860,0.5759856058
144861,0.5759856058
144862,0.4943898553
144863,0.1727477323
144864,0.5787021867
144865,0.5035483948
144866,0.1617832315
144867,0.5759856058
144868,0.5035483948
144869,0.1070402113
144870,0.5759856058
144871,0.4878396303
144872,0.5035483948
144873,0.4772344412
144874,0.4508479525
144875,0.3724175246
144876,0.3914047929
144877,0.1070402113
144878,0.1070402113
144879,0.2462123741
144880,0.5696995568
144881,0.5713608868
144882,0.3084949043
144883,0.5244172637
144884,0.5035483948
144885,0.4703494092
144886,0.4497629059
144887,0.1122624921
144888,0.5404452735
144889,0.5553490987
144890,0.4725337342
144891,0.5035483948
144892,0.4731847549
144893,0.4507681541
144894,0.4507681541
144895,0.1070402113
144896,0.5770675988
144897,0.5670191802
144898,0.4672257656
144899,0.4672257656
144900,0.2462123741
144901,0.3738009803
144902,0.5193261766
144903,0.4507681541
144904,0.4507681541
144905,0.1070402113
144906,0.5701430196
144907,0.5757189669
144908,0.5023148801
